,birthday,name,description,deathday,uri
138,1613,曹溶,"曹溶（1613—1685）字潔躬，一字秋岳，號倦圃，别號鉏菜翁。浙江秀水（今嘉興）人。明崇禎十年（1637）進士，官御史，入清歷户部侍郎、廣東布政使等職。
曹溶一生主要從事政治活動，吏餘則以著述和藏書爲樂，在京爲官時，堂上列書六、七千册，人多往其家鈔讀。晚年在家鄉嘉興南湖之濱、原岳飛後人岳珂的讀書處金陀坊舊地上修治别業，號爲「倦圃」，聚書其中，暇則與賓客游觴飲樂。
曹溶與錢謙益交誼甚厚。錢謙益爲清初藏書大家，但和多數藏書家一樣，對孤本秘籍慳吝成性，絶不願借他人抄副，後絳雲樓遭罹火災，許多秘籍遂不復見於人間。有鑒於此，曹溶「偕同志申借書約，以書不出門爲期，第兩人各列所欲得，時代先後、卷帙多寡相敵者，彼此各自覓人寫之，寫畢各以奉歸」。這個倡議比較符合當時的實際情况，雖然書的作用在於流通，但對於善本佳刻而言，藏書家畢竟還要冒借出去後因各種原因收不回來的風險。而通過借抄的方法，可使好書不出户庭，而古書却得以流通，而且各人還可以因此增加自己的藏書。故很快得到崑山徐乾學、四明天一閣范氏等大藏書家的響應。
曹溶又很重視古書的輯佚。他説：「古人詩文集甚多，其原本首尾完善，流通至今者，不過十二三。自宋迄元，其名著集佚者，及今不爲收羅，將遂滅没可惜。」所以他常從其他書中隨所見别出，補綴成編，以存古書的大概。
曹溶曾撰有《流通古書約》、《流通圖書約》，是爲中國藏書史上極有影響的文獻。曹溶又撰有《静惕堂書目》二卷，原附丁日昌持静齋舊抄本《絳雲樓書目》後，後由葉德輝收入《觀古堂彙刻書》；又有《静惕堂藏宋元人集目》一卷，見於葉德輝《觀古堂書目叢刊》。（来源：《明清著名藏书家藏书印》）",1685,http://data.library.sh.cn/entity/person/ho30rdzhznwd6gx8
139,1762,曹貞秀,清女书画家。曹锐女，王芑孙妻。无金粉之好，能绘事，书法钟、王，士林重之。（来源：《上图古籍数据库》）,1822,http://data.library.sh.cn/entity/person/uqc7lvriq8rdn1zw
140,,朱之赤,清初藏书家。明亡后为南京朝天宫道士。富收藏，精鉴赏。有《朱卧庵藏书画目》。（来源：《上图古籍数据库》）,,http://data.library.sh.cn/entity/person/agegn1ikdtg1wgwg
141,1892,朱孔陽,现代学者、鉴藏家。生平爱好金石书画。十六岁时，曾从岳旭堂学医。清宣统二年（1910）加入松江同盟会支部。民国后，进杭州之江大学自助部文科学习。不久，在杭州教会办的青年会工作，由干事升至代总干事。先后创办书法、国画、篆刻等班。抗战爆发，任浙江省抗战后援会常委及杭州留守，又任万国红十字会杭州分会华方总干事，1938年初，寓居上海，任由宁迁沪的金陵神学院和金陵女子神学院文史教授多年。中华人民共和国成立后历任杭州市文管会委员、上海市文史馆馆员。工书画，富收藏，精鉴别，文物藏品除书画外，还有印章、古砚、陶瓷、竹石雕刻等。辑有《殷墟文字考释校正》，著有《何氏世系考）、《名墓志》、《分韵古迹考》、《分韵山川考》等。（来源：《上图古籍数据库》）,1986,http://data.library.sh.cn/entity/person/z3hiw067wzkf0nup
142,1823,朱學勤,清藏书家。咸丰三年(1853)第二甲第三名进士。选翰林院庶吉士，改户部主事，入军机处，历任鸿胪寺少卿、大理寺卿。一生好学，博通古典，喜搜罗旧籍善本，藏书甚丰。自编《结一庐书目》四卷，载有宋、元、明三代刊本和精钞本数百种。著有《结一庐文集》、《枢垣日记》、《读书杂说》。（来源：《上图古籍数据库》）,1875,http://data.library.sh.cn/entity/person/x2qjdckcd2mo2oxa
143,1892,朱屺瞻,近现代画家。习画自幼年始，清光绪三十一年（1905）就读于宝山县学堂，毕业后考入邮传部上海实业学校。1912年入上海图画美术院（后改为上海美术专科学校）就读。次年在该校执教，并兼任函授乙部主任。1918年赴日留学，入川端美术学校。1928年在上海与人共同创办艺术绘画研究所。1931年任上海新华艺专教授。1933年出资营造新华艺专绘画研究所。次年任研究所主任兼导师，同时教授国画和西画。1937年再次赴日考察美术教育两个月。五十年代后主攻中国画，擅山水，花卉，尤精兰、竹、石。创作继承传统，融会中西，致力创新，所作笔墨雄劲，气势磅礴，具有鲜明的民族特色和个人风格，生前历任上海艺术专科学校教授，西画系研究所主任，中国美术家协会顾问。他的作品融会中西，致力创新，所作笔墨雄劲，气势磅礴，具有鲜明的民族特色和个人风格，出版有《朱屺瞻画集》、《癖斯居画谈》、《朱屺瞻画选》等。（来源：《上图古籍数据库》）,1996,http://data.library.sh.cn/entity/person/xm9726krxa6z4hc8
144,1629,朱彝尊,"朱彝尊（1629—1709）字錫鬯，號竹垞，浙江秀水（今嘉興）人。康熙十八年（1679）以布衣入選博學鴻詞科，授翰林檢討，與修《明史》，康熙二十二年入直南書房，頗得康熙賞識。
朱彝尊出身於書香世家。曾祖在明朝當過大學士，祖父曾任雲南楚雄知府，父親朱茂曙天啟間補秀水縣學生，家中原頗有藏書，然均燬於明末之戰火。
朱彝尊幼時家境貧寒，不得已而放棄科舉之路而肆力古學，博覽群書，年輕時曾客游南北，所到之處，以搜剔金石爲事。一次，朱彝尊在南昌書肆購得五箱圖書，携歸貯滿一櫝，由此開始了他自己的藏書生涯。不料此後不久，「莊廷龍明史案」發，清政府大興文字之獄，朱彝尊家人唯恐無故株連，遂將朱彝尊藏書中涉及明史者，盡行焚棄。但朱彝尊並没有因此而放棄收書之心，依然熱心於游訪故第名迹，偶遇項氏之後，聞有萬卷樓舊藏殘帙，即不惜重金購之。某年，朱彝尊到浙江任典試官，吏餘之暇，遍訪街巷坊肆，藏書名家。聞錢謙益之族孫錢曾著《讀書敏求記》，内多録有其家藏秘籍，惜無緣一睹爲快，遂設計宴請江左名士，席間，朱以錢物厚贈錢之書童，取出《讀書敏求記》，連夜抄爲副本。時人無版權之概念，惟念其愛書之情且深而切，乃謔稱之爲「雅賺」。
朱彝尊又喜抄書。在京師爲官時，身邊總帶着一個善於楷書的小吏爲他抄書。遇到四方經進史館之書，更是隨時抄録，不想竟爲忌者告發，因此被撤去了翰林檢討之官。然時人又因而稱之曰「美貶」。朱彝尊私心亦不悔，嘗作「銘文」曰：「奪儂七品官，寫我萬卷書，或默或語，孰智孰愚？」
歸官後，朱彝尊在嘉興梅會里老家築樓名「潛采堂」，名「曝書亭」。曝書亭的匾額爲朱彝尊的同年、著名學者嚴繩孫所書。當時嚴、朱二人再加姜宸英，曾有「海内三布衣」之稱。經過多年辛勤訪求，朱彝尊的藏書共多達八萬卷，其間又得友人上海李辰山所贈圖書二千五百卷。朱彝尊曾擬根據家中藏書編爲全目，惜未成。現傳世的書目有《竹垞行笈書目》一卷，收書七百餘種，《曝書亭書目》一卷，收書二千四百餘種，然似仍非朱氏藏書之全目；此外又有《潛采堂宋元人集目》、《潛采堂宋金元人集目》，是爲善本之目，朱彝尊最有名的目録之作爲《經義考》，這是一部有關經學的專科版本目録，在目録學史上有很大影響。（来源：《明清著名藏书家藏书印》）",1709,http://data.library.sh.cn/entity/person/l7biz76vvkqadvsu
145,1902,朱復戡,现代书法篆刻家。幼承庭训，涉猎经史，好习书画。七岁能作擘窠大字，吴昌硕称为“小畏友”。1919年上海中法学堂毕业，由吴昌硕介绍加入海上题襟馆金石书画会，曾供职于上海证券物品交易所及上海总商会，后游学法国。1930年应刘海粟之邀聘，任上海美术专科学校教授，又推为中国画会常委。中华人民共和国成立后，从事美术设计，曾由上海迁居山东济南、泰安，后返寓上海。历任政协山东省委委员、国务院发展研究中心国际技术经济研究所上海分所高级研究员、上海交通大学兼职教授、上海佛教协会顾问、西泠印社理事。书法四体俱佳，尤擅篆籀，厚重朴实，别具风格。（来源：《上图古籍数据库》）,1989,http://data.library.sh.cn/entity/person/6p4kkorykgva53my
146,1851,朱昌燕,清藏书家。岁贡生，援例授训导。资性颖异，博览群籍，专精掌故，性嗜蓄书，庋藏甚富。著有《说文解字考疏证》、《十四经解诂》、《国朝汉学师承续记》、《国朝宋学渊源续记》、《国朝列女事略》、《国朝海昌文徵》、《国朝海昌人物志》、《国朝骈体正宗续编》、《海吕朱氏文辑》、《再绩疑年录》、《文甲乙集》、《椒花后舫诗集》、《拜竹龛词》、《我师录》、《楹联偶存》、《硖川朱氏收藏书目》、《朱锈庐遗稿》。（来源：《上图古籍数据库》）,1906,http://data.library.sh.cn/entity/person/1fgmqxnnttrr83h4
147,1682,朱稻孫,朱稻孫（1682—1760）字稼翁，一字芋陂，朱彝尊之孫。乾隆初舉博學鴻詞科，晚年貧不能支，曝書亭藏書八萬卷，漸致散佚。（来源：《明清著名藏书家藏书印》）,1760,http://data.library.sh.cn/entity/person/icnbv3pjvpr6aym3
148,1886,朱鼎煦,近现代藏书家。民国初任鄞县法院推事，后任龙山法政教员、律师。嗜聚书，遇故家藏书散出，不惜重金收购。（来源：《上图古籍数据库》）,1968,http://data.library.sh.cn/entity/person/sco7hjd6ograi6ao
149,1880,李叔同,清末民国艺术教育家、高僧。清光绪二十七年（1901）入南洋公学，光绪三十一年（1905）东渡日本留学，在东京美术学校攻油画，同时学习音乐，并与留日的曾孝谷、欧阳予倩、谢杭白等创办春柳剧社，是中国话剧运动创始人之一。宣统二年（1910）回国，任天津北洋高等工业专门学校图案科主任教员，翌年任上海城东女学音乐教员。1912年任《太平洋报》文艺编辑，兼管副刊及广告，并同柳亚子发起组织文美会，主编《文美杂志》。同年应聘任浙江两级师范学校音乐图画教师。1915年任南京高等师范美术主任教习。1918年8月19日，在杭州虎跑寺剃度为僧。他把中国古代的书法艺术推向了极致。（来源：《上图古籍数据库》）,1942.10.13,http://data.library.sh.cn/entity/person/vemv62kzodax8bx6
150,1907,李可染,现代国画家。1923年入上海美专，两年后毕业回乡作小学教师，后任教于徐州艺术专科学校。1929年入国立西湖艺术院研究班，1937年进郭沫若主持的政治部第三厅，在武汉等地画抗日宣传画，1943年任重庆国立艺专讲师，1946年应聘任北平国立艺专副教授。中华人民共和国成立后历任中央美术学院副教授、教授，中国画研究院院长，中国美术家协会副主席。引西画中的明暗处理方法入中国画，将西画技法和谐地融化在深厚的传统笔墨和造型意象之中，取得了杰出的艺术成就。著有《李可染论艺术》等。（来源：《上图古籍数据库》）,1989.12.5,http://data.library.sh.cn/entity/person/goih6m2ohtc6uce4
151,1730,李文藻,"李文藻（1730—1778）字素伯，號南澗，山東益都人，乾隆二十六年（1761）進士，官至桂林府同知。任地方官前，李文藻曾在京師近半年，閑暇時間，以抄書和入琉璃廠書肆訪書爲樂。嘗於王昶家借録惠氏《易漢學》諸書，浸膚多汗，沾漬衣襟，不以爲苦。又撰《琉璃廠書肆記》，備述乾隆己丑（1769）謁選廣東恩平縣知縣前入琉璃廠觀書始末，最爲書林著稱。其文曰：「乾隆己丑五月，予以謁選，居京師五月餘，無甚應酬，又性不喜觀劇，茶園酒館，足迹未嘗至；惟日借書鈔之，暇則步入琉璃廠觀書。雖所買不多，而書肆之不到者寡矣。」當時，李文藻還常常通過訪求散帙而配備成套，可謂古人訪書一大訣竅。《琉璃廠書肆記》曾描述説：「内城隆福諸寺，遇會期多有賣書者，謂之趕廟。散帙滿地，往往不全而價低。朱少卿豫堂日使子弟物色之，積數十年蓄數十萬卷，皆由不全而至於全。……吾友周書昌遇不全者，亦好買之。予好書與書昌同，不及書昌能讀耳。」李文藻沉湎於琉璃廠書肆，自晨至暮，翻檢殆遍，時或典衣買之。葉昌熾《藏書紀事詩》所云「安知散帙非全帙，趕廟驅車日又來」，即指此段掌故。
宦游嶺南期間，李文藻以書數千卷相隨。又性嗜金石，有僕劉福善椎拓，携紙墨以從，所過學宫、寺觀、巖洞、崖壁，必停驂周覽，有所得，即盡拓以去。最典型的是有一次乘舟出迎制府，小憩南海廟，命僕拓碑，秉燭竟夜，比曉，問制府舟，已過矣。讀書人之尷尬，莫過於此矣。李文藻以吏治清白名於世，去官之日，囊橐蕭然。還至番禺，命工摹光孝寺貫休畫羅漢四軸以歸，曰：「此吾廣南宦囊也。」又自嘲：「官居之貧，山水之奇，金石文字之富，未之有也。」
錢大昕《李南澗墓志銘》嘗戲論李文藻人生之錯位：「南澗有三反：長身多髯，赳赳如千夫長，而胸有萬卷書，一也；生長於北海，官於南海，二也；湛思著書，欲以文學顯而世稱其政事，三也。」又序《李南澗詩集》説：「南澗之性情與予略相似。予好聚書，而南澗鈔書之多過於予；予好金石文，而南澗訪碑之勤過於予；予好友朋，而南澗氣誼之篤過於予；予好著述，而南澗詩文之富過於予。」李文藻生平盡在此二段文字中矣。
李文藻藏書見於四庫著録者有七種。殁後書多流散，以安丘趙録績所得最多，趙氏書後歸山東省圖書館和山東大學圖書館。（来源：《明清著名藏书家藏书印》）",1778,http://data.library.sh.cn/entity/person/cmx2562cfklzzc4l
